boosterName,setCode,sheetHasBalanceColors,sheetIsFoil,sheetName
default,ATQ,False,False,common
default,ATQ,False,False,uncommon
draft,AVR,False,False,basic
draft,AVR,True,False,common
draft,AVR,False,True,foil
draft,AVR,False,False,rareMythic
draft,AVR,False,False,uncommon
six,AVR,False,False,basic
six,AVR,False,False,common
six,AVR,False,False,rareMythic
six,AVR,False,False,uncommon
draft,BBD,False,False,basic
draft,BBD,True,False,common
draft,BBD,False,True,foil
draft,BBD,False,True,foilMythicPartner1
draft,BBD,False,True,foilRarePartner1
draft,BBD,False,True,foilRarePartner2
draft,BBD,False,True,foilRarePartner3
draft,BBD,False,True,foilRarePartner4
draft,BBD,False,True,foilRarePartner5
draft,BBD,False,True,foilUncommonPartner1
draft,BBD,False,True,foilUncommonPartner2
draft,BBD,False,True,foilUncommonPartner3
draft,BBD,False,True,foilUncommonPartner4
draft,BBD,False,True,foilUncommonPartner5
draft,BBD,False,False,mythicPartner1
draft,BBD,False,False,rareMythic
draft,BBD,False,False,rarePartner1
draft,BBD,False,False,rarePartner2
draft,BBD,False,False,rarePartner3
draft,BBD,False,False,rarePartner4
draft,BBD,False,False,rarePartner5
draft,BBD,False,False,uncommon
draft,BBD,False,False,uncommonPartner1
draft,BBD,False,False,uncommonPartner2
draft,BBD,False,False,uncommonPartner3
draft,BBD,False,False,uncommonPartner4
draft,BBD,False,False,uncommonPartner5
draft,BFZ,False,False,basic
draft,BFZ,True,False,common
draft,BFZ,False,True,foilOrMasterpiece1In144
draft,BFZ,False,False,rareMythic
draft,BFZ,False,False,uncommon
prerelease,BFZ,False,True,prereleasePromo
collector,BLB,False,False,commanderCard
collector,BLB,False,True,foilCommander
collector,BLB,False,True,foilCommon
collector,BLB,False,True,foilLand
collector,BLB,False,True,foilRareMythic
collector,BLB,False,True,foilShowcaseRareMythic
collector,BLB,False,True,foilUncommon
collector,BLB,False,False,showcaseRareMythic
collector-sample,BLB,False,True,foilShowcaseRareMythic
collector-sample,BLB,False,True,foilUncommon
collector-sample,BLB,False,False,showcaseRareMythic
play,BLB,False,False,common
play,BLB,False,True,foil
play,BLB,False,True,foilLand
play,BLB,False,False,land
play,BLB,False,False,rareMythicWithShowcase
play,BLB,False,False,theList
play,BLB,False,False,uncommon
play,BLB,False,False,wildcard
prerelease,BLB,False,True,prereleasePromo
draft,BNG,False,False,basic
draft,BNG,True,False,common
draft,BNG,False,True,foil
draft,BNG,False,False,rareMythic
draft,BNG,False,False,uncommon
draft,BOK,True,False,common
draft,BOK,False,True,foilCommon
draft,BOK,False,True,foilRare
draft,BOK,False,True,foilUncommon
draft,BOK,False,False,rare
draft,BOK,False,False,uncommon
fat-pack,BOK,False,True,foilBasic
fat-pack,BOK,False,True,foilCommon
arena,BRO,False,False,brrRetroArtifact
arena,BRO,True,False,common
arena,BRO,False,False,rareMythic
arena,BRO,False,False,uncommon
collector,BRO,False,False,brrRetroArtifactRareMythic
collector,BRO,False,False,brrRetroArtifactUncommon
collector,BRO,False,False,brrSchematicRareMythic
collector,BRO,False,False,brrSchematicUncommon
collector,BRO,False,True,doubleRainbowSerialized
collector,BRO,False,False,extendedCommanderJumpstart
collector,BRO,False,False,extendedRareMythic
collector,BRO,False,True,foilAltArt
collector,BRO,False,True,foilBrrRetroArtifactSchematicUncommon
collector,BRO,False,True,foilCommon
collector,BRO,False,True,foilFullartBasic
collector,BRO,False,True,foilRareMythic
collector,BRO,False,True,foilTransformers
collector,BRO,False,True,foilUncommon
collector,BRO,False,False,transformers
collector-sample,BRO,False,True,foilRareMythic
collector-sample,BRO,False,True,foilUncommonRetroArtifact
collector-sample,BRO,False,False,nonfoilRareMythic
draft,BRO,False,False,brrRetroArtifact
draft,BRO,True,False,common
draft,BRO,False,True,foil
draft,BRO,False,False,mechBasic
draft,BRO,False,False,rareMythicWithShowcase
draft,BRO,False,False,uncommon
jumpstart,BRO,False,False,infantry1
jumpstart,BRO,False,True,infantry1Foils
jumpstart,BRO,False,False,infantry2
jumpstart,BRO,False,True,infantry2Foils
jumpstart,BRO,False,False,powerstones1
jumpstart,BRO,False,True,powerstones1Foils
jumpstart,BRO,False,False,powerstones2
jumpstart,BRO,False,True,powerstones2Foils
jumpstart,BRO,False,False,rareMythicBlack
jumpstart,BRO,False,False,rareMythicBlue
jumpstart,BRO,False,False,rareMythicGreen
jumpstart,BRO,False,False,rareMythicRed
jumpstart,BRO,False,False,rareMythicWhite
jumpstart,BRO,False,False,titanic1
jumpstart,BRO,False,True,titanic1Foils
jumpstart,BRO,False,False,titanic2
jumpstart,BRO,False,True,titanic2Foils
jumpstart,BRO,False,False,unearthed1
jumpstart,BRO,False,True,unearthed1Foils
jumpstart,BRO,False,False,unearthed2
jumpstart,BRO,False,True,unearthed2Foils
jumpstart,BRO,False,False,welded1
jumpstart,BRO,False,True,welded1Foils
jumpstart,BRO,False,False,welded2
jumpstart,BRO,False,True,welded2Foils
prerelease,BRO,False,True,prereleasePromo
set,BRO,False,False,basic
set,BRO,False,False,brrRetroArtifact
set,BRO,False,False,common
set,BRO,False,True,foilBasic
set,BRO,False,True,foilWithShowcase
set,BRO,False,False,rareMythic
set,BRO,False,False,theList
set,BRO,False,False,uncommon
set,BRO,False,False,wildcard
draft,CHK,True,False,common
draft,CHK,False,True,foilCommonOrBasic
draft,CHK,False,True,foilRare
draft,CHK,False,True,foilUncommon
draft,CHK,False,False,rare
draft,CHK,False,False,uncommon
fat-pack,CHK,False,True,foilBasic
fat-pack,CHK,False,True,foilCommon
tournament,CHK,False,False,basics
tournament,CHK,False,False,commonWithDuplicates
tournament,CHK,False,False,rare
tournament,CHK,False,False,uncommonWithDuplicates
default,CHR,False,False,common
default,CHR,False,False,uncommon
collector,CLB,False,True,etchedCommonUncommon
collector,CLB,False,True,etchedRareMythic
collector,CLB,False,False,extendedCommander
collector,CLB,False,False,extendedRareMythic
collector,CLB,False,True,foilBasic
collector,CLB,False,True,foilCommon
collector,CLB,False,True,foilCommonUncommonLegendary
collector,CLB,False,True,foilCommonUncommonShowcase
collector,CLB,False,True,foilRareMythic
collector,CLB,False,True,foilShowcaseRareMythic
collector,CLB,False,True,foilUncommon
collector,CLB,False,False,rareMythicShowcase
collector-sample,CLB,False,True,foilShowcaseCommonUncommon
collector-sample,CLB,False,True,foilShowcaseRareMythic
collector-sample,CLB,False,False,showcaseRareMythic
draft,CLB,False,False,background
draft,CLB,False,True,dedicatedFoil
draft,CLB,False,False,legendaryWithShowcase
draft,CLB,True,False,nonlegendaryCommonWithShowcase
draft,CLB,False,False,nonlegendaryRareMythicWithShowcase
draft,CLB,False,False,nonlegendaryUncommonWithShowcase
draft,CLB,False,False,special
prerelease,CLB,False,True,prereleasePromo
set,CLB,False,False,background
set,CLB,False,False,basic
set,CLB,False,False,common
set,CLB,False,False,commonUncommonShowcase
set,CLB,False,True,foilBasic
set,CLB,False,True,foilEtchedLegend
set,CLB,False,True,foilWithShowcase
set,CLB,False,False,legendaryWithShowcase
set,CLB,False,False,rareMythic
set,CLB,False,False,theList
set,CLB,False,False,uncommon
set,CLB,False,False,wildcard
box-topper,CLU,False,True,shockLand
default,CLU,False,False,azoriusSenate1
default,CLU,False,False,azoriusSenate2
default,CLU,False,False,borosLegion1
default,CLU,False,False,borosLegion2
default,CLU,False,False,cultOfRakdos1
default,CLU,False,False,cultOfRakdos2
default,CLU,False,False,golgariSwarm1
default,CLU,False,False,golgariSwarm2
default,CLU,False,False,gruulClans1
default,CLU,False,False,gruulClans2
default,CLU,False,False,houseDimir1
default,CLU,False,False,houseDimir2
default,CLU,False,False,izzetLeague1
default,CLU,False,False,izzetLeague2
default,CLU,False,False,orzhovSyndicate1
default,CLU,False,False,orzhovSyndicate2
default,CLU,False,False,selesnyaConclave1
default,CLU,False,False,selesnyaConclave2
default,CLU,False,False,simicCombine1
default,CLU,False,False,simicCombine2
collector,CMM,False,False,commonUncommonShowcase
collector,CMM,False,True,etchedRareMythic
collector,CMM,False,False,extendedCommander
collector,CMM,False,True,foilBasic
collector,CMM,False,True,foilCommon
collector,CMM,False,True,foilCommonUncommonShowcase
collector,CMM,False,True,foilExtendedCommander
collector,CMM,False,True,foilRareMythic
collector,CMM,False,True,foilRareMythicShowcase
collector,CMM,False,True,foilUncommon
collector,CMM,False,False,rareMythicShowcase
collector,CMM,False,True,texturedRareMythic
collector-sample,CMM,False,True,foilCommonUncommonShowcase
collector-sample,CMM,False,True,foilRareMythicShowcase
collector-sample,CMM,False,False,rareMythicShowcase
draft,CMM,True,False,commonWithShowcase
draft,CMM,False,True,foil
draft,CMM,False,False,legendaryRareMythic
draft,CMM,False,False,legendaryUncommon
draft,CMM,False,False,nonlegendaryRareMythic
draft,CMM,False,False,nonlegendaryUncommon
draft,CMM,False,False,special
set,CMM,False,False,basic
set,CMM,False,False,common
set,CMM,False,False,commonUncommonShowcase
set,CMM,False,True,foil
set,CMM,False,True,foilBasic
set,CMM,False,False,legendaryRareMythic
set,CMM,False,False,legendaryUncommon
set,CMM,False,False,nonlegendaryRareMythic
set,CMM,False,False,nonlegendaryUncommon
set,CMM,False,False,theList
set,CMM,False,False,wildcard
collector,CMR,False,True,etchedRareMythic
collector,CMR,False,True,etchedReprint
collector,CMR,False,True,etchedUncommon
collector,CMR,False,False,extendedArtCommonUncommon
collector,CMR,False,False,extendedArtRareMythic
collector,CMR,False,True,foilCommon
collector,CMR,False,True,foilLegends
collector,CMR,False,True,foilRareMythicNonlegendary
collector,CMR,False,True,foilUncommonExtendedart
draft,CMR,True,False,common
draft,CMR,False,True,dedicatedFoil
draft,CMR,False,True,etchedFoil
draft,CMR,False,False,legendary
draft,CMR,False,False,nonlegendaryRareMythic
draft,CMR,False,False,nonlegendaryUncommon
draft,CMR,False,False,special
draft,CN2,False,False,conspiracy
draft,CN2,False,True,conspiracyFoil
draft,CN2,True,False,nonconspiracyCommon
draft,CN2,False,True,nonconspiracyFoil
draft,CN2,False,False,nonconspiracyRareMythic
draft,CN2,False,False,nonconspiracyUncommon
draft,CNS,False,False,draft
draft,CNS,False,True,draftFoil
draft,CNS,True,False,nondraftCommon
draft,CNS,False,True,nondraftFoil
draft,CNS,False,False,nondraftRareMythic
draft,CNS,False,False,nondraftUncommon
draft,CON,False,False,basic
draft,CON,True,False,common
draft,CON,False,True,foil
draft,CON,False,False,rareMythic
draft,CON,False,False,uncommon
six,CON,False,False,basic
six,CON,False,False,common
six,CON,False,False,rareMythic
six,CON,False,False,uncommon
draft,CSP,True,False,commonOrBasic
draft,CSP,False,True,foil
draft,CSP,False,False,rare
draft,CSP,False,False,uncommon
draft,DBL,False,True,foil
draft,DBL,False,False,midDfcCommon
draft,DBL,False,False,midDfcRareMythic
draft,DBL,False,False,midDfcUncommon
draft,DBL,False,False,midSfcCommon
draft,DBL,False,False,midSfcRareMythic
draft,DBL,False,False,midSfcUncommon
draft,DBL,False,False,vowDfcCommon
draft,DBL,False,False,vowDfcRareMythic
draft,DBL,False,False,vowDfcUncommon
draft,DBL,False,False,vowSfcCommon
draft,DBL,False,False,vowSfcRareMythic
draft,DBL,False,False,vowSfcUncommon
box-topper,DFT,False,True,foilFirstPlace
box-topper,DFT,False,True,foilLand
collector,DFT,False,False,boosterFun
collector,DFT,False,True,foilBoosterFun
collector,DFT,False,True,foilCommon
collector,DFT,False,True,foilDriverSeatLand
collector,DFT,False,True,foilRareMythic
collector,DFT,False,True,foilRevvedUpCu
collector,DFT,False,True,foilShowcaseCommander
collector,DFT,False,True,foilUncommon
collector,DFT,False,False,revvedUpCu
collector,DFT,False,False,showcaseCommander
play,DFT,False,False,common
play,DFT,False,True,foil
play,DFT,False,True,foilLand
play,DFT,False,False,nonFoilLand
play,DFT,False,False,rareMythicWithBoosterfun
play,DFT,False,False,specialGuest
play,DFT,False,False,uncommon
play,DFT,False,False,wildcard
prerelease,DFT,False,True,prereleasePromo
draft,DGM,True,False,common
draft,DGM,False,True,foil
draft,DGM,False,False,land
draft,DGM,False,False,rareMythic
draft,DGM,False,False,uncommon
six,DGM,False,False,basic
six,DGM,False,False,common
six,DGM,False,False,rareMythic
six,DGM,False,False,uncommon
draft,DIS,False,False,common
draft,DIS,False,True,foilCommon
draft,DIS,False,True,foilRare
draft,DIS,False,True,foilUncommon
draft,DIS,False,False,rare
draft,DIS,False,False,uncommon
draft,DKA,False,False,basic
draft,DKA,False,False,dfc
draft,DKA,False,True,foil
draft,DKA,True,False,sfcCommon
draft,DKA,False,False,sfcRareMythic
draft,DKA,False,False,sfcUncommon
six,DKA,False,False,basic
six,DKA,False,False,common
six,DKA,False,False,rareMythic
six,DKA,False,False,uncommon
collector,DMR,False,False,commonUncommonShowcase
collector,DMR,False,True,foilBasic
collector,DMR,False,True,foilCommon
collector,DMR,False,True,foilCommonUncommonShowcase
collector,DMR,False,True,foilRareMythic
collector,DMR,False,True,foilRareMythicShowcase
collector,DMR,False,True,foilUncommon
collector,DMR,False,False,rareMythicBorderless
collector,DMR,False,False,rareMythicRetro
draft,DMR,False,False,basic
draft,DMR,True,False,common
draft,DMR,False,False,commonUncommonBorderless
draft,DMR,False,False,commonUncommonRetro
draft,DMR,False,True,foil
draft,DMR,False,False,rareMythicRetro
draft,DMR,False,False,rareMythicWithShowcase
draft,DMR,False,False,uncommon
arena,DMU,True,False,common
arena,DMU,False,False,legendaryRareMythic
arena,DMU,False,False,legendaryUncommon
arena,DMU,False,False,nonlegendaryRareMythic
arena,DMU,False,False,nonlegendaryUncommon
box-topper,DMU,False,True,foilLegendsRetold
collector,DMU,False,True,etchedRetoldRareMythic
collector,DMU,False,True,etchedRetoldUncommon
collector,DMU,False,False,extendedRareMythic
collector,DMU,False,True,foilAltBorderRareMythic
collector,DMU,False,True,foilCommon
collector,DMU,False,True,foilFullartLand
collector,DMU,False,True,foilRareMythic
collector,DMU,False,True,foilUncommon
collector,DMU,False,True,foilUncommonShowcase
collector,DMU,False,False,lostLegends
collector,DMU,False,False,retoldUncommon
collector,DMU,False,False,showcaseRareMythic
collector,DMU,False,True,texturedFoil
collector-sample,DMU,False,True,foilRareMythic
collector-sample,DMU,False,True,foilUncommonShowcase
collector-sample,DMU,False,False,nonfoilRareMythic
draft,DMU,False,False,basic
draft,DMU,True,False,common
draft,DMU,False,True,foilWithShowcase
draft,DMU,False,False,legendaryRareMythic
draft,DMU,False,False,legendaryUncommon
draft,DMU,False,False,nonlegendaryRareMythic
draft,DMU,False,False,nonlegendaryUncommon
jumpstart,DMU,False,False,arcaneMischief
jumpstart,DMU,False,True,arcaneMischiefFoils
jumpstart,DMU,False,False,beastTerritory
jumpstart,DMU,False,True,beastTerritoryFoils
jumpstart,DMU,False,False,coalitionCorps
jumpstart,DMU,False,True,coalitionCorpsFoils
jumpstart,DMU,False,False,coalitionLegion
jumpstart,DMU,False,True,coalitionLegionFoils
jumpstart,DMU,False,False,monsterTerritory
jumpstart,DMU,False,True,monsterTerritoryFoils
jumpstart,DMU,False,False,mysticMischief
jumpstart,DMU,False,True,mysticMischiefFoils
jumpstart,DMU,False,False,rareMythicBlack
jumpstart,DMU,False,False,rareMythicBlue
jumpstart,DMU,False,False,rareMythicGreen
jumpstart,DMU,False,False,rareMythicRed
jumpstart,DMU,False,False,rareMythicWhite
jumpstart,DMU,False,False,readyToAttack
jumpstart,DMU,False,True,readyToAttackFoils
jumpstart,DMU,False,False,readyToCharge
jumpstart,DMU,False,True,readyToChargeFoils
jumpstart,DMU,False,False,totallyMerciless
jumpstart,DMU,False,True,totallyMercilessFoils
jumpstart,DMU,False,False,totallyRuthless
jumpstart,DMU,False,True,totallyRuthlessFoils
prerelease,DMU,False,True,prereleasePromo
set,DMU,False,False,basic
set,DMU,False,False,common
set,DMU,False,True,foilBasic
set,DMU,False,True,foilWithShowcase
set,DMU,False,False,rareMythic
set,DMU,False,False,theList
set,DMU,False,False,uncommon
set,DMU,False,False,uncommonShowcase
set,DMU,False,False,wildcard
arena,DOM,True,False,common
arena,DOM,False,False,legendaryRareMythic
arena,DOM,False,False,legendaryUncommon
arena,DOM,False,False,nonlegendaryRareMythic
arena,DOM,False,False,nonlegendaryUncommon
draft,DOM,False,False,basic
draft,DOM,True,False,common
draft,DOM,False,True,foil
draft,DOM,False,False,legendaryRareMythic
draft,DOM,False,False,legendaryUncommon
draft,DOM,False,False,nonlegendaryRareMythic
draft,DOM,False,False,nonlegendaryUncommon
prerelease,DOM,False,True,prereleasePromo
theme-b,DOM,False,False,common
theme-b,DOM,False,False,rareMythic
theme-b,DOM,False,False,uncommon
theme-g,DOM,False,False,common
theme-g,DOM,False,False,rareMythic
theme-g,DOM,False,False,uncommon
theme-r,DOM,False,False,common
theme-r,DOM,False,False,rareMythic
theme-r,DOM,False,False,uncommon
theme-u,DOM,False,False,common
theme-u,DOM,False,False,rareMythic
theme-u,DOM,False,False,uncommon
theme-w,DOM,False,False,common
theme-w,DOM,False,False,rareMythic
theme-w,DOM,False,False,uncommon
default,DRK,False,False,common
default,DRK,False,False,uncommon
collector,DSK,False,False,boosterFun
collector,DSK,False,True,foilBasic
collector,DSK,False,True,foilBoosterFun
collector,DSK,False,True,foilCommon
collector,DSK,False,True,foilRareMythic
collector,DSK,False,True,foilShowcaseCommander
collector,DSK,False,True,foilUncommon
collector,DSK,False,False,showcaseCommander
collector-sample,DSK,False,False,boosterFun
collector-sample,DSK,False,True,foilBoosterFun
collector-sample,DSK,False,True,foilUncommon
play,DSK,False,False,common
play,DSK,False,True,foil
play,DSK,False,True,foilLand
play,DSK,False,False,land
play,DSK,False,False,rareMythicWithShowcase
play,DSK,False,False,specialGuest
play,DSK,False,False,uncommon
play,DSK,False,False,wildcard
prerelease,DSK,False,True,prereleasePromo
draft,DST,True,False,common
draft,DST,False,True,foilCommon
draft,DST,False,True,foilRare
draft,DST,False,True,foilUncommon
draft,DST,False,False,rare
draft,DST,False,False,uncommon
fat-pack,DST,False,True,foilBasic
fat-pack,DST,False,True,foilCommon
draft,DTK,False,False,basic
draft,DTK,True,False,common
draft,DTK,False,True,foil
draft,DTK,False,False,rareMythic
draft,DTK,False,False,uncommon
fat-pack,DTK,False,True,foilBasic
fat-pack,DTK,False,True,foilCommon
prerelease-atarka,DTK,False,False,common
prerelease-atarka,DTK,False,True,promo
prerelease-atarka,DTK,False,False,uncommon
prerelease-dromoka,DTK,False,False,common
prerelease-dromoka,DTK,False,True,promo
prerelease-dromoka,DTK,False,False,uncommon
prerelease-kolaghan,DTK,False,False,common
prerelease-kolaghan,DTK,False,True,promo
prerelease-kolaghan,DTK,False,False,uncommon
prerelease-ojutai,DTK,False,False,common
prerelease-ojutai,DTK,False,True,promo
prerelease-ojutai,DTK,False,False,uncommon
prerelease-silumgar,DTK,False,False,common
prerelease-silumgar,DTK,False,True,promo
prerelease-silumgar,DTK,False,False,uncommon
arena,ELD,True,False,common
arena,ELD,False,False,rareMythic
arena,ELD,False,False,uncommon
collector,ELD,False,False,ancillary
collector,ELD,False,False,anyShowcase
collector,ELD,False,True,foilCommon
collector,ELD,False,True,foilRareMythic
collector,ELD,False,True,foilUncommon
collector,ELD,False,False,rmExtended
draft,ELD,False,False,basic
draft,ELD,True,False,common
draft,ELD,False,True,foil
draft,ELD,False,False,rareMythic
draft,ELD,False,False,rareMythicShowcase
draft,ELD,False,False,uncommon
prerelease,ELD,False,True,prereleasePromo
theme-b,ELD,False,False,common
theme-b,ELD,False,False,rareMythic
theme-b,ELD,False,False,uncommon
theme-g,ELD,False,False,common
theme-g,ELD,False,False,rareMythic
theme-g,ELD,False,False,uncommon
theme-r,ELD,False,False,common
theme-r,ELD,False,False,rareMythic
theme-r,ELD,False,False,uncommon
theme-u,ELD,False,False,common
theme-u,ELD,False,False,rareMythic
theme-u,ELD,False,False,uncommon
theme-w,ELD,False,False,common
theme-w,ELD,False,False,rareMythic
theme-w,ELD,False,False,uncommon
draft,EMA,True,False,common
draft,EMA,False,True,dedicatedFoil
draft,EMA,False,False,rareMythic
